-0.0007553025	-0.1139817	-0.017902192	-0.06851382	0.034924593	0.054535586	-0.0044837403	0.091407605	0.020800563	-0.06335002	0.008077471	-0.0609491	0.03860524	-0.02468662	0.00650736	0.016293889
0.004426141	-0.05563487	0.022968328	-0.07689047	0.011288819	-0.029649835	0.010513192	0.11112599	0.012632172	-0.042902168	0.0014890223	-0.057304062	0.021935722	-0.00025002708	-0.0062592076	-0.09000184
0.025449295	-0.03166882	-0.049668394	-0.09709625	-0.04986945	-0.024031362	0.016098885	0.08383787	0.0049770903	-0.083845556	0.026836485	-0.03997102	-0.014430461	-0.034846053	0.00072838686	-0.027658293
-0.055200692	-0.047412165	0.05181372	-0.037251767	0.040396105	-0.03379943	-0.026623623	0.1382643	-0.03092515	-0.004396076	0.0006990714	0.012598001	-0.028217144	-0.041883804	-0.007668053	-0.050281115
0.04999801	-0.047903407	0.005624796	-0.029850846	0.005310094	-0.0244456	0.025223974	0.023659773	-0.018850805	-0.033420164	0.019414663	0.0013289482	0.03443592	-0.03314859	0.016139045	-0.007060209
0.06409813	-0.10266135	-0.020017203	-0.010401623	-0.024994409	-0.013779662	0.024759091	0.07080067	-0.008053704	0.034718428	-0.015107352	-0.049870655	0.03259164	-0.030806819	-0.03832164	-0.02382337
0.005712967	-0.032900583	0.056170605	-0.09477356	-0.06522807	0.08208393	-0.00808464	0.1541496	0.014353644	-0.109415635	0.05767326	0.016027309	0.084597096	0.043929607	0.01566629	-0.0010524674
-0.005401711	-0.028039394	0.029046584	-0.03446506	0.06683074	-0.0015095209	-0.025593419	0.14033666	-0.017108068	0.011294204	-0.034050662	0.015841028	0.063428275	0.035445523	-0.011576058	-0.023413772
-0.0075518116	-0.07811494	-0.023306247	-0.05262597	-0.023676917	-0.009506608	-0.039168216	0.13164721	0.015278059	-0.02912692	-0.03365411	0.00928499	0.045721136	0.032726362	-0.081650436	-0.042679068
-0.010057387	0.025667533	0.009587395	-0.09051453	-0.037907522	0.046565168	0.02308705	0.1115823	0.08695483	-0.07852768	-0.014128792	0.0091203535	-0.00048235644	-0.011204331	0.0013813128	-0.030576864
