-0.051013477	0.10266311	0.50432175	-0.032258797	-0.23839289	0.07568087	-0.112164795	-0.036408294	0.027497241	-0.47766984	-0.16663553	0.054265793	0.28288698	0.10818326	-0.4397254	0.10263861
0.3939317	0.37708458	0.37537947	0.061792616	-0.41055977	0.04733661	-0.6625898	-0.38019854	0.3590582	-0.6523772	0.31527016	-0.3041755	0.20941219	-0.11388259	-0.41461423	0.072933175
-0.18429923	0.09657435	0.22270527	0.17907727	-0.18372238	0.2123961	0.19185372	0.1960252	-0.2931022	-0.093029425	-0.2930185	-0.06689812	0.088263296	0.22139567	-0.4438419	0.06112184
-0.01994807	-0.040031258	0.41392675	0.014747397	-0.14794852	0.07296826	0.17534584	0.23477353	-0.1748324	-0.06632616	-0.15727608	-0.0075363587	0.17727686	0.28844392	-0.41843054	0.113916434
-0.29938933	-0.116508916	0.31875575	-0.13450955	0.10539655	-0.06448134	0.14260864	0.007703139	0.09004301	-0.35520852	-0.26436484	0.09974851	0.2627714	-0.057549793	-0.11414278	0.16271098
-0.36244914	0.1177858	-0.20103674	0.47471875	-0.18776141	0.34537894	0.534303	0.5227438	-0.7687519	0.4219387	-0.53423184	-0.18185697	-0.43496236	0.4464958	-0.5231967	0.05133089
0.08538026	0.15261607	0.536442	-0.09988455	-0.17944	0.01674252	-0.21619561	-0.029562403	0.040591963	-0.45981282	0.08353848	0.088755056	0.29907638	-0.0040254425	-0.347347	-0.019754175
-0.16357994	0.19450875	0.38585746	-0.0569037	-0.13303722	0.20949009	-0.121896625	-0.14971828	-0.12000909	-0.39966273	-0.2168913	0.14678045	0.17210715	-0.062228337	-0.1974954	-0.1807548
-0.6325114	-0.24981146	-0.21896692	-0.028615318	0.35922533	0.21063077	0.5789761	0.27327403	-0.7210656	0.20173901	-0.7472596	0.25733823	0.026386602	0.19682546	-0.08952807	-0.059616495
0.032483954	0.28432578	0.2959892	0.26188374	-0.30594516	0.34900114	0.0016609159	0.23251301	-0.40441546	0.01703221	-0.03801626	-0.11518535	-0.11665101	0.22014849	-0.40499407	-0.14364624
0.06076557	0.4611585	0.74494225	0.17620212	-0.39244565	0.5495364	-0.42403588	-0.112644814	-0.3006602	-0.24841766	0.39171195	0.30118936	-0.09851163	-0.22358313	-0.28814834	-0.6351825
-0.58982503	0.23450635	0.16639294	-0.28942764	0.23940802	0.28043622	-0.26759923	-0.4745973	-0.043257434	-0.599281	-0.5096863	0.43032396	0.2778652	-0.42823577	0.11845403	-0.44698486
